date,trend,seasonal,resid
2011-01-01,,0.014439034668604855,
2011-02-01,,0.007277214494056901,
2011-03-01,,0.00508050738902036,
2011-04-01,,-0.015912646447807197,
2011-05-01,,-0.011794410863488222,
2011-06-01,,-0.005830882536177211,
2011-07-01,0.527083684543601,-0.010217143310015435,-0.0718287601162928
2011-08-01,0.4985964880633933,0.0024264212771302656,-0.19631064275956683
2011-09-01,0.4789062649269515,0.003346204696103753,0.13311107995279836
2011-10-01,0.4591494504347423,0.004989878278980491,0.19817017559252778
2011-11-01,0.42099695818401095,0.007612338183097951,-0.018614185506680175
2011-12-01,0.3968449193832886,-0.0014165158295065118,0.1270549052590628
2012-01-01,0.38230128325139445,0.014439034668604855,-0.11701413097316071
2012-02-01,0.36987685758114436,0.007277214494056901,-0.04397403380915801
2012-03-01,0.34810700767812386,0.00508050738902036,0.1325463592704534
2012-04-01,0.29854504364735884,-0.015912646447807197,-0.00897433392967413
2012-05-01,0.2598463028741037,-0.011794410863488222,-0.1693553565514568
2012-06-01,0.23123431878027417,-0.005830882536177211,0.09832127030273687
2012-07-01,0.21004887915883802,-0.010217143310015435,-0.04880500885801559
2012-08-01,0.19174096206503882,0.0024264212771302656,0.10636972127927159
2012-09-01,0.15420227847478699,0.003346204696103753,-0.06048616930801262
2012-10-01,0.1208647001603875,0.004989878278980491,-0.1347309751585063
2012-11-01,0.11408465895313982,0.007612338183097951,0.030714236191459687
2012-12-01,0.10375599832787122,-0.0014165158295065118,-0.00895991440469783
2013-01-01,0.09141637051079834,0.014439034668604855,0.09452397157214573
2013-02-01,0.08727519746949794,0.007277214494056901,-0.12141557375340266
2013-03-01,0.07633171666334022,0.00508050738902036,-0.13656355582491705
2013-04-01,0.07317931262194458,-0.015912646447807197,-0.04282527633969206
2013-05-01,0.07211843873390932,-0.011794410863488222,0.11486819205022505
2013-06-01,0.0708769154309404,-0.005830882536177211,-0.08570486581586334
2013-07-01,0.0693944287155827,-0.010217143310015435,0.14008191344342474
2013-08-01,0.07746109309894471,0.0024264212771302656,0.07302896539597051
2013-09-01,0.09341554442237944,0.003346204696103753,-0.11472234975399472
2013-10-01,0.09913490202259703,0.004989878278980491,-0.07363595951582165
2013-11-01,0.09949760843793361,0.007612338183097951,-0.019524904111074423
2013-12-01,0.10870030419878328,-0.0014165158295065118,0.021125411270876082
2014-01-01,0.12063641631961895,0.014439034668604855,-0.005305386951745747
2014-02-01,0.11643036265509259,0.007277214494056901,0.1136385189767618
2014-03-01,0.11395504573025078,0.00508050738902036,-0.0554893110451534
2014-04-01,0.1217334333618979,-0.015912646447807197,-0.07281238852109685
2014-05-01,0.12086741502070716,-0.011794410863488222,0.056257161172956364
2014-06-01,0.11866476864048356,-0.005830882536177211,0.09723403382545669
2014-07-01,0.12816889737014517,-0.010217143310015435,0.13704738283805526
2014-08-01,0.12803810065035806,0.0024264212771302656,-0.13423326815326905
2014-09-01,0.12927747342416426,0.003346204696103753,-0.05330665895415612
2014-10-01,0.14190480462922395,0.004989878278980491,-0.027002178764540623
2014-11-01,0.14419694240601189,0.007612338183097951,-0.17441236162563858
2014-12-01,0.1379870145812537,-0.0014165158295065118,0.04916331130952502
2015-01-01,0.12563400174689754,0.014439034668604855,0.16047150671173538
2015-02-01,0.13039341809829824,0.007277214494056901,-0.07423813683209503
2015-03-01,0.15141369294203333,0.00508050738902036,0.11071058868006364
2015-04-01,0.16317041938135396,-0.015912646447807197,-0.014851972556119877
2015-05-01,0.17644483749599318,-0.011794410863488222,-0.04370635664385215
2015-06-01,0.17985857329534868,-0.005830882536177211,-0.06861194328208255
2015-07-01,0.17162078279139514,-0.010217143310015435,-0.09822463815506832
2015-08-01,0.1793851958365614,0.0024264212771302656,0.12046576466601853
2015-09-01,0.18360340922996846,0.003346204696103753,0.09080787348419042
2015-10-01,0.18542472299081114,0.004989878278980491,0.013198869173417022
2015-11-01,0.19413322993088813,0.007612338183097951,0.010516419301281499
2015-12-01,0.19897475757247857,-0.0014165158295065118,-0.16475984094896465
2016-01-01,0.2060506155159008,0.014439034668604855,0.03528333011511217
2016-02-01,0.20183630257341179,0.007277214494056901,0.08543645460440134
2016-03-01,0.19332177132420578,0.00508050738902036,-0.061077844171948954
2016-04-01,0.19278906986005018,-0.015912646447807197,0.12912126169524918
2016-05-01,0.19722335458348567,-0.011794410863488222,-0.029072591899562718
2016-06-01,0.21891904327875414,-0.005830882536177211,-0.026888031699099327
2016-07-01,0.23235051983272823,-0.010217143310015435,-0.0699181661206579
2016-08-01,0.22347983673855953,0.0024264212771302656,-0.11380859593145846
2016-09-01,0.2238549988794354,0.003346204696103753,0.0363872535492579
2016-10-01,0.217945180576681,0.004989878278980491,-0.01793739326672054
2016-11-01,0.21155968707432038,0.007612338183097951,0.09812860037456825
2016-12-01,0.2206244457605623,-0.0014165158295065118,0.22924836133267573
2017-01-01,0.23035950786135473,0.014439034668604855,-0.08232801540468737
2017-02-01,0.23839297538249812,0.007277214494056901,-0.07071415929038864
2017-03-01,0.23333063240154966,0.00508050738902036,0.027511127217431233
2017-04-01,0.22257295064211682,-0.015912646447807197,-0.17109609081964688
2017-05-01,0.21620930048226109,-0.011794410863488222,0.06912308987783643
2017-06-01,0.1955060125343939,-0.005830882536177211,0.0968975798388929
2017-07-01,0.18036927607953027,-0.010217143310015435,0.1153319872579259
2017-08-01,0.18577411203713987,0.0024264212771302656,-0.016568560347981615
2017-09-01,0.18689784039331175,0.003346204696103753,-0.10768613038943975
2017-10-01,0.1956157450687188,0.004989878278980491,-0.07276177756032455
2017-11-01,0.19896950682599915,0.007612338183097951,0.03514499658791709
2017-12-01,0.18291377533196107,-0.0014165158295065118,-0.1543460949525627
2018-01-01,0.16829894794345177,0.014439034668604855,0.037755996310327694
2018-02-01,0.16251009354046025,0.007277214494056901,0.07686133373716796
2018-03-01,0.1650945765645089,0.00508050738902036,0.05102405241707835
2018-04-01,0.1719037892807004,-0.015912646447807197,0.13352591338893222
2018-05-01,0.17208142996949177,-0.011794410863488222,-0.06021160028182785
2018-06-01,0.1680473433750486,-0.005830882536177211,-0.0875187461862423
2018-07-01,0.166669129750448,-0.010217143310015435,-0.009848728552734894
2018-08-01,0.16077220412897358,0.0024264212771302656,0.00838170402813122
2018-09-01,0.15395144875702843,0.003346204696103753,-0.012660502643936481
2018-10-01,0.1500572696747223,0.004989878278980491,0.07413856691304897
2018-12-01,0.15188500945424335,0.007612338183097951,-0.014848998588711193
2019-01-01,0.15937606613755906,-0.0014165158295065118,-0.1305479714764132
2019-02-01,0.15994631000026574,0.014439034668604855,0.0127710929813529
2019-03-01,0.15637398818400783,0.007277214494056901,-0.02519123454960633
2019-04-01,0.15569516703063824,0.00508050738902036,0.004914006667492944
2019-05-01,0.14802757366115904,-0.015912646447807197,0.11945128631658185
2019-06-01,0.13409558962648127,-0.011794410863488222,0.059590837461580136
2019-07-01,0.12740855624208108,-0.005830882536177211,0.05108880394590533
2019-08-01,0.1089878446498306,-0.010217143310015435,-0.036450353746337906
2019-09-01,0.07678939082422402,0.0024264212771302656,0.0909117040369111
2019-10-01,0.047146333726849995,0.003346204696103753,0.07930571800134058
2019-11-01,0.004241637450422619,0.004989878278980491,0.050770852654751064
2019-12-01,-0.050858533272955114,0.007612338183097951,0.022710273788817514
2020-01-01,-0.10845380938242824,-0.0014165158295065118,0.1419773731676398
2020-02-01,-0.15867389900208048,0.014439034668604855,-0.11540124535437826
2020-03-01,-0.20558188285024756,0.007277214494056901,0.01079429200816807
2020-04-01,-0.24930240864696762,0.00508050738902036,0.02444855648460317
2020-05-01,-0.29018771273291016,-0.015912646447807197,-0.08658311206311049
2020-06-01,-0.32503329960664645,-0.011794410863488222,-0.15943468589259616
2020-07-01,-0.3590741397064381,-0.005830882536177211,-0.16656071414562648
2020-08-01,-0.3864359021885809,-0.010217143310015435,-0.042176543739528734
2020-09-01,-0.39008188420612905,0.0024264212771302656,-0.06685869645714425
2020-10-01,-0.3890108851598608,0.003346204696103753,0.09081199329117812
2020-11-01,-0.3750496183358326,0.004989878278980491,-0.1265342460247401
2020-12-01,-0.33339630866170644,0.007612338183097951,0.02555031867364252
2021-01-01,-0.27139603103419413,-0.0014165158295065118,-0.2323628370716659
2021-02-01,-0.20731473639962117,0.014439034668604855,-0.18616027563719495
2021-03-01,-0.15078730287474565,0.007277214494056901,-0.01210398870813183
2021-04-01,-0.1060665745846491,0.00508050738902036,-0.12497959972647854
2021-05-01,-0.05755696148835523,-0.015912646447807197,0.02204886261777384
2021-06-01,-0.008513608441573336,-0.011794410863488222,0.18246232919592045
2021-07-01,0.04334199706972351,-0.005830882536177211,0.260613105884919
2021-08-01,0.11637471031583264,-0.010217143310015435,0.16337395817909944
2021-09-01,0.18092311810322195,0.0024264212771302656,0.010433591407476166
2021-10-01,0.2265820204454396,0.003346204696103753,-0.09978072352577663
2021-11-01,0.2657985316745949,0.004989878278980491,-0.028151870512460413
2021-12-01,0.28541713177973443,0.007612338183097951,-0.15545317416773982
2022-01-01,0.27363407452691063,-0.0014165158295065118,0.029331642038295566
2022-02-01,0.25308288148630914,0.014439034668604855,0.29950263971242747
2022-03-01,0.242306020424022,0.007277214494056901,0.1979039416548913
2022-04-01,0.2349461696957379,0.00508050738902036,0.026720058544567573
2022-05-01,0.2287810061218076,-0.015912646447807197,0.184194761955905
2022-06-01,0.22748176086395172,-0.011794410863488222,-0.031170504534548983
2022-07-01,0.2231549494279017,-0.005830882536177211,-0.22435575611608696
2022-08-01,0.1940756015295708,-0.010217143310015435,-0.10239965636624668
2022-09-01,0.1514532059449521,0.0024264212771302656,-0.03066843859753753
2022-10-01,0.12616435766508083,0.003346204696103753,-0.10542753606095229
2022-11-01,0.10349319241418797,0.004989878278980491,0.09225401828915365
2022-12-01,0.08172687412292992,0.007612338183097951,0.05895464775931619
2023-01-01,0.08324258140475392,-0.0014165158295065118,0.10516209642499996
2023-02-01,0.08605732517706272,0.014439034668604855,-0.11681511480281509
2023-03-01,0.07816118027325825,0.007277214494056901,-0.07754540140070483
2023-04-01,0.07222729907923083,0.00508050738902036,0.022100753650523674
2023-05-01,0.05896362389185908,-0.015912646447807197,-0.022757646325024014
2023-06-01,0.041052377302778886,-0.011794410863488222,0.009637030547308375
2023-07-01,0.025766667942421325,-0.005830882536177211,0.155031348612485
2023-08-01,0.010077838448653807,-0.010217143310015435,-0.032846865993010094
2023-09-01,-0.007004668306556694,0.0024264212771302656,0.05272693067034394
2023-10-01,-0.02188801721305644,0.003346204696103753,-0.024725804855845697
2023-11-01,-0.042949065501347576,0.004989878278980491,-0.012281284619201905
2023-12-01,-0.06753145227407249,0.007612338183097951,0.02932061684228486
2024-01-01,-0.09608629791777486,-0.0014165158295065118,0.0965263084129811
2024-02-01,-0.12429237749767898,0.014439034668604855,-0.09503265264394632
2024-03-01,-0.13859543186172493,0.007277214494056901,-0.08220171087490079
2024-04-01,-0.14382291770829586,0.00508050738902036,0.1023635182912356
2024-05-01,-0.14647815125559868,-0.015912646447807197,-0.18699357794973887
2024-06-01,-0.15207031089149492,-0.011794410863488222,-0.01753985703164316
2024-07-01,-0.1661203054256693,-0.005830882536177211,-0.1180983976950558
2024-08-01,-0.17138228422232987,-0.010217143310015435,-0.06331593356409343
2024-09-01,-0.16177225940060236,0.0024264212771302656,0.07615040726935358
2024-10-01,-0.16912191161143605,0.003346204696103753,0.12839254371986789
2024-11-01,-0.16936419873908787,0.004989878278980491,0.04452378930593649
2024-12-01,-0.15464670836777117,0.007612338183097951,0.0518341009870755
2025-01-01,-0.14356592252083838,-0.0014165158295065118,-0.12859216385523295
2025-02-01,-0.13078329526154744,0.014439034668604855,0.057768870871345995
2025-03-01,-0.13923743751010537,0.007277214494056901,0.002770284743516575
2025-04-01,-0.15797291849867295,0.00508050738902036,-0.14420812394843271
2025-05-01,,-0.015912646447807197,
2025-06-01,,-0.011794410863488222,
2025-07-01,,-0.005830882536177211,
2025-08-01,,-0.010217143310015435,
2025-09-01,,0.0024264212771302656,
2025-10-01,,0.003346204696103753,
